категория,подкатегория,марка,название,описание,диаметр,цена,единица,в_наличии,рейтинг,отзывы,фото,ключевые_слова,spec_Марка,spec_Размер,spec_ГОСТ,spec_Единица
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 22 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 22",22,13,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;22,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,22,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 22 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 22",22,20,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;22,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,22,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 22 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 22",22,44,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;22,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,22,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 22 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 22",22,87,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;22,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,22,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 25 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 25",25,11,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;25,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,25,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 25 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 25",25,15,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;25,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,25,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 25 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 25",25,22,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;25,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,25,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 28 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 28",28,12,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;28,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,28,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 28 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 28",28,15,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;28,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,28,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 28 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 28",28,22,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;28,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,28,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 28 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 28",28,50,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;28,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,28,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 28 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 28",28,91,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;28,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,28,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 35 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 35",35,15,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;35,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,35,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 35 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 35",35,20,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;35,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,35,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 35 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 35",35,27,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;35,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,35,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 35 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 35",35,57,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;35,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,35,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 42 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 42",42,114,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;42,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,42,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 42 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 42",42,25,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;42,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,42,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 42 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 42",42,35,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;42,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,42,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 42 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 42",42,60,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;42,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,42,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 48 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 48",48,125,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;48,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,48,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 48 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 48",48,67,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;48,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,48,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 54 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 54",54,135,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;54,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,54,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 54 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 54",54,76,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;54,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,54,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 60 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 60",60,141,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;60,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,60,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 60 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 60",60,44,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;60,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,60,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 60 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 60",60,52,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;60,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,60,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 60 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 60",60,78,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;60,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,60,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 64 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 64",64,47,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;64,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,64,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 64 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 64",64,56,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;64,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,64,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 64 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 64",64,83,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;64,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,64,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 76 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 76",76,201,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;76,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,76,,м
Полимеры и технические материалы,Теплоизоляция полиэтилен,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,Теплоизоляция полиэтилен 76 Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,"Теплоизоляция полиэтилен марки Трубка теплоизоляционная вспен полиэтилен Т<95C 2м, размер 76",76,59,м,1,0,0,https://www.kavstal.ru/public/assets/images/products/KACHESTVENNYE_STALI/TEPLOIZOLYATSIYA_POLIETILEN/img.webp,качественные стали;теплоизоляция полиэтилен;трубка теплоизоляционная вспен полиэтилен т<95c 2м;76,Трубка теплоизоляционная вспен полиэтилен Т<95C 2м,76,,м
