категория,подкатегория,марка,название,описание,диаметр,цена,единица,в_наличии,рейтинг,отзывы,фото,ключевые_слова,spec_Марка,spec_Размер,spec_ГОСТ,spec_Единица
"Листовой прокат","ЛИСТ НЕРЖАВЕЮЩИЙ","20Х23Н18 3x1000x2000","ЛИСТ НЕРЖАВЕЮЩИЙ 3 20Х23Н18 3x1000x2000","ЛИСТ НЕРЖАВЕЮЩИЙ марки 20Х23Н18 3x1000x2000, размер 3",3,1021462,,1,0,0,https://www.kavstal.ru/public/assets/images/products/ЛИСТОВОЙ_ПРОКАТ/ЛИСТ_НЕРЖАВЕЮЩИЙ/img.webp,"труба обечайка;лист нержавеющий;20х23н18 3x1000x2000;3","20Х23Н18 3x1000x2000",3,,
"Листовой прокат","ЛИСТ НЕРЖАВЕЮЩИЙ","20Х23Н18 6x1500x4500","ЛИСТ НЕРЖАВЕЮЩИЙ 6 20Х23Н18 6x1500x4500","ЛИСТ НЕРЖАВЕЮЩИЙ марки 20Х23Н18 6x1500x4500, размер 6",6,955564,,1,0,0,https://www.kavstal.ru/public/assets/images/products/ЛИСТОВОЙ_ПРОКАТ/ЛИСТ_НЕРЖАВЕЮЩИЙ/img.webp,"труба обечайка;лист нержавеющий;20х23н18 6x1500x4500;6","20Х23Н18 6x1500x4500",6,,
"Листовой прокат","ЛИСТ НЕРЖАВЕЮЩИЙ","20Х23Н18 8x1500x4500","ЛИСТ НЕРЖАВЕЮЩИЙ 8 20Х23Н18 8x1500x4500","ЛИСТ НЕРЖАВЕЮЩИЙ марки 20Х23Н18 8x1500x4500, размер 8",8,955564,,1,0,0,https://www.kavstal.ru/public/assets/images/products/ЛИСТОВОЙ_ПРОКАТ/ЛИСТ_НЕРЖАВЕЮЩИЙ/img.webp,"труба обечайка;лист нержавеющий;20х23н18 8x1500x4500;8","20Х23Н18 8x1500x4500",8,,
"Листовой прокат","ЛИСТ НЕРЖАВЕЮЩИЙ","AISI 201 No1 10x1000x2000","ЛИСТ НЕРЖАВЕЮЩИЙ 10 AISI 201 No1 10x1000x2000","ЛИСТ НЕРЖАВЕЮЩИЙ марки AISI 201 No1 10x1000x2000, размер 10",10,170216,27235,1,0,0,https://www.kavstal.ru/public/assets/images/products/ЛИСТОВОЙ_ПРОКАТ/ЛИСТ_НЕРЖАВЕЮЩИЙ/img.webp,"труба обечайка;лист нержавеющий;aisi 201 no1 10x1000x2000;10","AISI 201 No1 10x1000x2000",10,,27235
"Листовой прокат","ЛИСТ НЕРЖАВЕЮЩИЙ","AISI 201 No1 10x1240x2500","ЛИСТ НЕРЖАВЕЮЩИЙ 10 AISI 201 No1 10x1240x2500","ЛИСТ НЕРЖАВЕЮЩИЙ марки AISI 201 No1 10x1240x2500, размер 10",10,170216,42554,1,0,0,https://www.kavstal.ru/public/assets/images/products/ЛИСТОВОЙ_ПРОКАТ/ЛИСТ_НЕРЖАВЕЮЩИЙ/img.webp,"труба обечайка;лист нержавеющий;aisi 201 no1 10x1240x2500;10","AISI 201 No1 10x1240x2500",10,,42554
"Листовой прокат","ЛИСТ НЕРЖАВЕЮЩИЙ","AISI 201 No1 10x1500x3000","ЛИСТ НЕРЖАВЕЮЩИЙ 10 AISI 201 No1 10x1500x3000","ЛИСТ НЕРЖАВЕЮЩИЙ марки AISI 201 No1 10x1500x3000, размер 10",10,170216,60427,1,0,0,https://www.kavstal.ru/public/assets/images/products/ЛИСТОВОЙ_ПРОКАТ/ЛИСТ_НЕРЖАВЕЮЩИЙ/img.webp,"труба обечайка;лист нержавеющий;aisi 201 no1 10x1500x3000;10","AISI 201 No1 10x1500x3000",10,,60427
"Листовой прокат","ЛИСТ НЕРЖАВЕЮЩИЙ","AISI 201 No1 10x1500x6000","ЛИСТ НЕРЖАВЕЮЩИЙ 10 AISI 201 No1 10x1500x6000","ЛИСТ НЕРЖАВЕЮЩИЙ марки AISI 201 No1 10x1500x6000, размер 10",10,177068,125718,1,0,0,https://www.kavstal.ru/public/assets/images/products/ЛИСТОВОЙ_ПРОКАТ/ЛИСТ_НЕРЖАВЕЮЩИЙ/img.webp,"труба обечайка;лист нержавеющий;aisi 201 no1 10x1500x6000;10","AISI 201 No1 10x1500x6000",10,,125718
"Листовой прокат","ЛИСТ НЕРЖАВЕЮЩИЙ","AISI 201 No1 12x1000x2000","ЛИСТ НЕРЖАВЕЮЩИЙ 12 AISI 201 No1 12x1000x2000","ЛИСТ НЕРЖАВЕЮЩИЙ марки AISI 201 No1 12x1000x2000, размер 12",12,170216,,1,0,0,https://www.kavstal.ru/public/assets/images/products/ЛИСТОВОЙ_ПРОКАТ/ЛИСТ_НЕРЖАВЕЮЩИЙ/img.webp,"труба обечайка;лист нержавеющий;aisi 201 no1 12x1000x2000;12","AISI 201 No1 12x1000x2000",12,,
"Листовой прокат","ЛИСТ НЕРЖАВЕЮЩИЙ","AISI 201 No1 12x1240x2500","ЛИСТ НЕРЖАВЕЮЩИЙ 12 AISI 201 No1 12x1240x2500","ЛИСТ НЕРЖАВЕЮЩИЙ марки AISI 201 No1 12x1240x2500, размер 12",12,170216,,1,0,0,https://www.kavstal.ru/public/assets/images/products/ЛИСТОВОЙ_ПРОКАТ/ЛИСТ_НЕРЖАВЕЮЩИЙ/img.webp,"труба обечайка;лист нержавеющий;aisi 201 no1 12x1240x2500;12","AISI 201 No1 12x1240x2500",12,,
"Листовой прокат","ЛИСТ НЕРЖАВЕЮЩИЙ","AISI 201 No1 12x1500x3000","ЛИСТ НЕРЖАВЕЮЩИЙ 12 AISI 201 No1 12x1500x3000","ЛИСТ НЕРЖАВЕЮЩИЙ марки AISI 201 No1 12x1500x3000, размер 12",12,177068,,1,0,0,https://www.kavstal.ru/public/assets/images/products/ЛИСТОВОЙ_ПРОКАТ/ЛИСТ_НЕРЖАВЕЮЩИЙ/img.webp,"труба обечайка;лист нержавеющий;aisi 201 no1 12x1500x3000;12","AISI 201 No1 12x1500x3000",12,,
"Листовой прокат","ЛИСТ НЕРЖАВЕЮЩИЙ","AISI 201 No1 14x1500x6000","ЛИСТ НЕРЖАВЕЮЩИЙ 14 AISI 201 No1 14x1500x6000","ЛИСТ НЕРЖАВЕЮЩИЙ марки AISI 201 No1 14x1500x6000, размер 14",14,186217,,1,0,0,https://www.kavstal.ru/public/assets/images/products/ЛИСТОВОЙ_ПРОКАТ/ЛИСТ_НЕРЖАВЕЮЩИЙ/img.webp,"труба обечайка;лист нержавеющий;aisi 201 no1 14x1500x6000;14","AISI 201 No1 14x1500x6000",14,,
"Листовой прокат","ЛИСТ НЕРЖАВЕЮЩИЙ","AISI 201 No1 16x1500x6000","ЛИСТ НЕРЖАВЕЮЩИЙ 16 AISI 201 No1 16x1500x6000","ЛИСТ НЕРЖАВЕЮЩИЙ марки AISI 201 No1 16x1500x6000, размер 16",16,188494,,1,0,0,https://www.kavstal.ru/public/assets/images/products/ЛИСТОВОЙ_ПРОКАТ/ЛИСТ_НЕРЖАВЕЮЩИЙ/img.webp,"труба обечайка;лист нержавеющий;aisi 201 no1 16x1500x6000;16","AISI 201 No1 16x1500x6000",16,,
"Листовой прокат","ЛИСТ НЕРЖАВЕЮЩИЙ","AISI 201 No1 20x1500x3000","ЛИСТ НЕРЖАВЕЮЩИЙ 20 AISI 201 No1 20x1500x3000","ЛИСТ НЕРЖАВЕЮЩИЙ марки AISI 201 No1 20x1500x3000, размер 20",20,188494,,1,0,0,https://www.kavstal.ru/public/assets/images/products/ЛИСТОВОЙ_ПРОКАТ/ЛИСТ_НЕРЖАВЕЮЩИЙ/img.webp,"труба обечайка;лист нержавеющий;aisi 201 no1 20x1500x3000;20","AISI 201 No1 20x1500x3000",20,,
"Листовой прокат","ЛИСТ НЕРЖАВЕЮЩИЙ","AISI 201 No1 3x1000x2000","ЛИСТ НЕРЖАВЕЮЩИЙ 3 AISI 201 No1 3x1000x2000","ЛИСТ НЕРЖАВЕЮЩИЙ марки AISI 201 No1 3x1000x2000, размер 3",3,170216,7830,1,0,0,https://www.kavstal.ru/public/assets/images/products/ЛИСТОВОЙ_ПРОКАТ/ЛИСТ_НЕРЖАВЕЮЩИЙ/img.webp,"труба обечайка;лист нержавеющий;aisi 201 no1 3x1000x2000;3","AISI 201 No1 3x1000x2000",3,,7830
"Листовой прокат","ЛИСТ НЕРЖАВЕЮЩИЙ","AISI 201 No1 3x1240x2500","ЛИСТ НЕРЖАВЕЮЩИЙ 3 AISI 201 No1 3x1240x2500","ЛИСТ НЕРЖАВЕЮЩИЙ марки AISI 201 No1 3x1240x2500, размер 3",3,170216,12256,1,0,0,https://www.kavstal.ru/public/assets/images/products/ЛИСТОВОЙ_ПРОКАТ/ЛИСТ_НЕРЖАВЕЮЩИЙ/img.webp,"труба обечайка;лист нержавеющий;aisi 201 no1 3x1240x2500;3","AISI 201 No1 3x1240x2500",3,,12256
"Листовой прокат","ЛИСТ НЕРЖАВЕЮЩИЙ","AISI 201 No1 3x1500x3000","ЛИСТ НЕРЖАВЕЮЩИЙ 3 AISI 201 No1 3x1500x3000","ЛИСТ НЕРЖАВЕЮЩИЙ марки AISI 201 No1 3x1500x3000, размер 3",3,170216,17873,1,0,0,https://www.kavstal.ru/public/assets/images/products/ЛИСТОВОЙ_ПРОКАТ/ЛИСТ_НЕРЖАВЕЮЩИЙ/img.webp,"труба обечайка;лист нержавеющий;aisi 201 no1 3x1500x3000;3","AISI 201 No1 3x1500x3000",3,,17873
